,cluster,asignatura,id,titulacion
330,345,TRANSMISIÓN DE DATOS,40165,ELECTRÓNICA Y TELECOMUNICACIONES
331,206,FUNDAMENTOS DE LA PROGRAMACIÓN,40174,ELECTRÓNICA Y TELECOMUNICACIONES
332,112,FÍSICA UNIVERSITARIA,40183,ELECTRÓNICA Y TELECOMUNICACIONES
333,165,SISTEMAS DIGITALES,40192,ELECTRÓNICA Y TELECOMUNICACIONES
334,16,GESTIÓN PRODUCTIVA GP 2,40201,ELECTRÓNICA Y TELECOMUNICACIONES
335,494,SISTEMAS DE COMUNICACIÓN,40402,ELECTRÓNICA Y TELECOMUNICACIONES
336,215,FUNDAMENTOS Y APLICACIONES USANDO REDES DE SENSORES E IOT,40411,ELECTRÓNICA Y TELECOMUNICACIONES
337,531,ANÁLISIS ESTADÍSTICO Y PROBABILÍSTICO,40420,ELECTRÓNICA Y TELECOMUNICACIONES
338,284,ECUACIONES DIFERENCIALES Y MÉTODOS NUMÉRICOS,40429,ELECTRÓNICA Y TELECOMUNICACIONES
339,11,GESTIÓN PRODUCTIVA GP 1,40438,ELECTRÓNICA Y TELECOMUNICACIONES
340,400,MICRONDAS,40683,ELECTRÓNICA Y TELECOMUNICACIONES
341,491,COMUNICACIONES ÓPTICAS,40692,ELECTRÓNICA Y TELECOMUNICACIONES
342,492,TECNOLOGÍAS INALÁMBRICAS DE COMUNICACIÓN,40701,ELECTRÓNICA Y TELECOMUNICACIONES
343,374,INSTRUMENTACIÓN,40710,ELECTRÓNICA Y TELECOMUNICACIONES
344,384,RADIACIÓN Y GUÍAS DE ONDA,40719,ELECTRÓNICA Y TELECOMUNICACIONES
345,280,ESTRUCTURA DE REDES DE COMUNICACIÓN,40728,ELECTRÓNICA Y TELECOMUNICACIONES
346,39,PROYECTO DE FIN DE CARRERA GP 4,40737,ELECTRÓNICA Y TELECOMUNICACIONES
347,502,TEORÍAS DE CIRCUITOS,40979,ELECTRÓNICA Y TELECOMUNICACIONES
348,33,PROYECTO DE FIN DE CARRERA 4.2,40988,GESTIÓN AMBIENTAL
349,26,PROYECTO DE FIN DE CARRERA 4.1,40997,GESTIÓN AMBIENTAL
350,367,MODELOS DE CALIDAD DE AGUA,41263,INGENIERÍA CIVIL
351,145,ECONOMÍA DE RECURSOS NATURALES Y DESARROLLO SOSTENIBLE,41272,GESTIÓN AMBIENTAL
352,204,BOTÁNICA,41829,GESTIÓN AMBIENTAL
353,450,ECOLOGÍA,42035,GESTIÓN AMBIENTAL
354,352,ECOTOXICOLOGÍA,42461,GESTIÓN AMBIENTAL
355,4,GESTIÓN PRODUCTIVA GP 3.1,42879,GESTIÓN AMBIENTAL
356,276,MANEJO DE FLORA Y FAUNA,43187,GESTIÓN AMBIENTAL
357,274,MANEJO SUSTENTABLE DEL SUELO,43528,GESTIÓN AMBIENTAL
358,6,GESTIÓN PRODUCTIVA GP 2.1,43847,GESTIÓN AMBIENTAL
359,434,LEGISLACIÓN AMBIENTAL,44068,GESTIÓN AMBIENTAL
360,9,GESTIÓN PRODUCTIVA GP 2.2,44415,GESTIÓN AMBIENTAL
361,488,EDUCACIÓN Y COMUNICACIÓN AMBIENTAL,44675,GESTIÓN AMBIENTAL
362,435,IMPACTOS AMBIENTALES,45059,GESTIÓN AMBIENTAL
363,220,TECNOLOGÍAS LIMPIAS Y ALTERNATIVAS,45068,GESTIÓN AMBIENTAL
364,33,PROYECTO DE FIN DE CARRERA 4.2,45724,GESTIÓN AMBIENTAL
365,203,BOTÁNICA APLICADA,45963,GESTIÓN AMBIENTAL
366,475,DIVERSIDAD ANIMAL,46326,GESTIÓN AMBIENTAL
367,295,ECOSISTEMAS DEL ECUADOR,46559,GESTIÓN AMBIENTAL
368,26,PROYECTO DE FIN DE CARRERA 4.1,46893,GESTIÓN AMBIENTAL
369,231,BIOLOGÍA DE LA CONSERVACIÓN,47168,GESTIÓN AMBIENTAL
370,259,TÉCNICAS DE BIOLOGÍA DE CAMPO,47177,GESTIÓN AMBIENTAL
371,306,ZOOLOGÍA,47402,GESTIÓN AMBIENTAL
372,451,ECOLOGÍA HUMANA,47411,GESTIÓN AMBIENTAL
373,47,MATEMÁTICAS PARA LAS CIENCIAS BIOLÓGICAS,47779,BIOQUÍMICA Y FARMACIA
374,173,DISEÑO Y EVALUACIÓN DE PROYECTOS SOCIOAMBIENTALES,48065,GESTIÓN AMBIENTAL
375,11,GESTIÓN PRODUCTIVA GP 1,48656,GESTIÓN AMBIENTAL
376,325,ORDENACIÓN TERRITORIAL,48882,GESTIÓN AMBIENTAL
377,438,INTRODUCCIÓN A LAS CIENCIAS AMBIENTALES,48891,GESTIÓN AMBIENTAL
378,4,GESTIÓN PRODUCTIVA GP 3.1,48900,INGLÉS
379,497,READING AND WRITING I,48909,INGLÉS
380,404,EDUCATIONAL RESEARCH,48918,INGLÉS
381,427,FILOSOFÍA DE LA EDUCACIÓN,48927,INGLÉS
382,371,ACADEMIC WRITING,48936,INGLÉS
383,499,LISTENING AND SPEAKING III,48945,INGLÉS
384,497,METHODOLOGY AND DIDACTICS I,48954,INGLÉS
385,399,INTRODUCTION TO APPLIED LINGUISTICS,48963,INGLÉS
386,6,GESTIÓN PRODUCTIVA GP 2.1,48972,INGLÉS
387,498,READING AND WRITING III,48981,INGLÉS
388,368,TEACHING TECHNIQUES,48990,INGLÉS
389,372,CURRICULUM AND MATERIALS,48999,INGLÉS
390,189,PSICOLOGÍA DEL APRENDIZAJE,49008,INGLÉS
391,566,COMMUNICATIVE GRAMMAR I,49017,INGLÉS
392,234,TRABAJO DE TITULACIÓN,49026,INGLÉS
393,511,COMMUNICATIVE GRAMMAR III,49358,INGLÉS
394,238,RESISTENCIA DE MATERIALES,49367,INGENIERÍA CIVIL
395,240,MECÁNICA RACIONAL,49757,INGENIERÍA CIVIL
396,250,TOPOGRAFÍA APLICADA,49766,INGENIERÍA CIVIL
397,3,GESTIÓN PRODUCTIVA 3.1,49775,INGENIERÍA CIVIL
398,574,CONCRETO I,50042,INGENIERÍA CIVIL
399,633,SANITARIA II,50051,INGENIERÍA CIVIL
400,462,DIBUJO Y DESCRIPTIVA,50060,INGENIERÍA CIVIL
401,111,FÍSICA,50069,INGENIERÍA CIVIL
402,616,CÁLCULO,50078,INGENIERÍA CIVIL
403,196,INGENIERÍA DE RÍOS,50087,INGENIERÍA CIVIL
404,562,HIDROLOGÍA I,50096,INGENIERÍA CIVIL
405,398,VÍAS,50446,INGENIERÍA CIVIL
406,454,HIDRÁULICA III,50455,INGENIERÍA CIVIL
407,43,MATEMÁTICAS,50728,INGENIERÍA CIVIL
408,627,HIDROLOGÍA II,50737,INGENIERÍA CIVIL
409,278,ESTRUCTURAS,51047,INGENIERÍA CIVIL
410,159,DISEÑO HIDRAÚLICO DE SISTEMAS DE TRATAMIENTO DE AGUA,51529,INGENIERÍA CIVIL
411,340,PRESUPUESTO Y CONTROL DE OBRAS,51538,INGENIERÍA CIVIL
412,375,DINÁMICA DE SUELOS,51547,INGENIERÍA CIVIL
413,8,GESTIÓN PRODUCTIVA 2.2,51556,INGENIERÍA CIVIL
414,625,HIDRÁULICA II,51805,INGENIERÍA CIVIL
415,26,PROYECTO DE FIN DE CARRERA 4.1,52064,INGENIERÍA CIVIL
416,243,SUELOS Y ROCAS II,52339,INGENIERÍA CIVIL
417,222,TECNOLOGÍA DEL CONCRETO Y DEL ACERO,52348,INGENIERÍA CIVIL
418,5,GESTIÓN PRODUCTIVA 2.1,52357,INGENIERÍA CIVIL
419,351,GEOTECNIA,52608,INGENIERÍA CIVIL
420,33,PROYECTO DE FIN DE CARRERA 4.2,53149,INGENIERÍA CIVIL
421,158,SISTEMAS DE INFORMACIÓN GEOGRÁFICA ,53382,INGENIERÍA CIVIL
422,1,GESTIÓN PRODUCTIVA 3.2,53391,INGENIERÍA CIVIL
423,560,HIDRÁULICA I,53715,INGENIERÍA CIVIL
424,532,MÉTODOS ESTADÍSTICOS Y DISEÑO EXPERIMENTAL,54098,INGENIERÍA QUÍMICA
425,19,GESTIÓN PRODUCTIVA GP 1.1,54107,INGENIERÍA QUÍMICA
426,23,GESTIÓN PRODUCTIVA GP 3.1A,54116,INGENIERÍA QUÍMICA
427,29,PROYECTO DE FIN DE CARRERA  GP 4.1,54125,INGENIERÍA QUÍMICA
428,195,INGENIERÍA AMBIENTAL,54134,INGENIERÍA QUÍMICA
429,605,PROYECTOS INDUSTRIALES I,54143,INGENIERÍA QUÍMICA
430,100,QUÍMICA ORGÁNICA,54152,INGENIERÍA QUÍMICA
431,282,TRANSFERENCIA DE CALOR,55488,INGENIERÍA QUÍMICA
432,219,MINERALOGÍA APLICADA Y TECNOLOGÍA CONCENTRACIÓN DE MINERALES,55497,INGENIERÍA QUÍMICA
433,360,BALANCE DE MATERIA Y ENERGÍA,55506,INGENIERÍA QUÍMICA
434,286,ALGEBRA LINEAL Y MÉTODOS NUMÉRICOS,55515,INGENIERÍA QUÍMICA
435,6,GESTIÓN PRODUCTIVA GP 2.1,56090,INGENIERÍA QUÍMICA
436,393,PRECÁLCULO,56099,INGENIERÍA QUÍMICA
437,104,QUÍMICA DE PRODUCTOS NATURALES,56108,INGENIERÍA QUÍMICA
438,110,QUÍMICA FÍSICA,56117,INGENIERÍA QUÍMICA
439,228,TECNOLOGÍA DE PRODUCTOS VEGETALES Y ALIMENTOS,56126,INGENIERÍA QUÍMICA
440,104,TÉCNICAS AVANZADAS EN QUÍMICA DE PRODUCTOS NATURALES,56135,BIOQUÍMICA Y FARMACIA
441,102,INTRODUCCIÓN A LA INGENIERÍA QUÍMICA,56144,INGENIERÍA QUÍMICA
442,102,INTRODUCCIÓN A LA QUÍMICA MEDICINAL,56153,BIOQUÍMICA Y FARMACIA
443,199,INGENIERÍA DE PROCESOS,56162,INGENIERÍA QUÍMICA
444,293,AUTOMATIZACIÓN Y CONTROL INDUSTRIAL,56171,INGENIERÍA INDUSTRIAL
445,113,FÍSICA II,56180,INGENIERÍA INDUSTRIAL
446,178,DISEÑO DE EXPERIMENTOS,56189,INGENIERÍA INDUSTRIAL
447,530,ESTADÍSTICA,56198,INGENIERÍA INDUSTRIAL
448,166,INVESTIGACIÓN DE OPERACIONES I,56523,INGENIERÍA INDUSTRIAL
449,20,GESTIÓN PRODUCTIVA 1.1,56532,INGENIERÍA INDUSTRIAL
450,63,CONTABILIDAD DE COSTOS,56541,INGENIERÍA INDUSTRIAL
451,5,GESTIÓN PRODUCTIVA 2.1,56550,INGENIERÍA INDUSTRIAL
452,291,PROCESOS INDUSTRIALES,56559,INGENIERÍA INDUSTRIAL
453,283,TRANSFERENCIA DE CALOR Y FLUIDOS,56568,INGENIERÍA INDUSTRIAL
454,202,INGENIERÍA DE MATERIALES I,56577,INGENIERÍA INDUSTRIAL
455,464,DIBUJO INDUSTRIAL,56586,INGENIERÍA INDUSTRIAL
456,3,GESTIÓN PRODUCTIVA 3.1,56595,INGENIERÍA INDUSTRIAL
457,77,GESTIÓN ENERGÉTICA,56604,INGENIERÍA INDUSTRIAL
458,58,ECONOMÍA GENERAL,56613,INGENIERÍA INDUSTRIAL
459,3,GESTIÓN PRODUCTIVA 3.1,56622,HOTELERÍA Y TURISMO
460,288,INGLÉS VII,56884,HOTELERÍA Y TURISMO
461,1,GESTIÓN PRODUCTIVA 3.2,56893,HOTELERÍA Y TURISMO
462,419,DIRECCIÓN HOTELERA,57216,HOTELERÍA Y TURISMO
463,20,GESTIÓN PRODUCTIVA 1.1,57225,HOTELERÍA Y TURISMO
464,535,ADMINISTRACIÓN II,57234,HOTELERÍA Y TURISMO
465,5,GESTIÓN PRODUCTIVA 2.1,57524,HOTELERÍA Y TURISMO
466,43,MATEMÁTICA,58140,HOTELERÍA Y TURISMO
467,359,CONGRESOS Y EVENTOS,58518,HOTELERÍA Y TURISMO
468,404,TRÁFICO AÉREO,58769,HOTELERÍA Y TURISMO
469,529,ESTADÍSTICA II,58778,HOTELERÍA Y TURISMO
470,63,CONTABILIDAD DE COSTOS,59458,HOTELERÍA Y TURISMO
471,26,PROYECTO DE FIN DE CARRERA 4.1,59879,HOTELERÍA Y TURISMO
472,481,ARTE Y CULTURA,60176,HOTELERÍA Y TURISMO
473,33,PROYECTO DE FIN DE CARRERA 4.2,60185,HOTELERÍA Y TURISMO
474,412,TURISMO Y HOTELERÍA,60386,HOTELERÍA Y TURISMO
475,24,GESTIÓN PRODUCTIVA 1.3,60395,HOTELERÍA Y TURISMO
476,152,INTRODUCCIÓN A LA ECONOMÍA,60688,HOTELERÍA Y TURISMO
477,289,INGLÉS V,61257,HOTELERÍA Y TURISMO
478,338,OPERACIONES TURÍSTICAS,61266,HOTELERÍA Y TURISMO
479,537,ADMINISTRACIÓN DE RECURSOS HUMANOS,61275,HOTELERÍA Y TURISMO
480,261,TÉCNICAS HOTELERAS,61284,HOTELERÍA Y TURISMO
481,556,FRANCÉS I,61293,HOTELERÍA Y TURISMO
482,453,FRANCÉS III,61982,HOTELERÍA Y TURISMO
483,279,ESTRUCTURA DE DATOS Y ALGORITMOS,61991,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
484,85,FORMACIÓN EN ACADEMIAS GP 1.3,62000,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
485,285,MÉTODOS CUANTITATIVOS,62388,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
486,40,PROYECTO DE FIN DE CARRERA GP4.1,62397,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
487,253,ARQUITECTURA Y COMPUTACIÓN PARALELA,62620,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
488,151,ECONOMÍA  FINANZAS E INVERSIONES,62629,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
489,41,PROYECTO  DE FIN DE CARRERA GP4.2,62638,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
490,316,ARQUITECTURA Y SEGURIDAD DE REDES,62951,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
491,88,PASANTÍAS EN CITTES GP 1.1,62960,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
492,216,FUNDAMENTOS INFORMÁTICOS,63267,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
493,616,CÁLCULO,63276,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
494,244,ARQUITECTURA DE COMPUTADORES,63285,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
495,44,FUNDAMENTOS MATEMÁTICOS,63715,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
496,196,INGENIERÍA DE REQUISITOS,63724,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
497,89,PASANTÍAS EN CITTES GP 1.2,63733,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
498,218,FUNDAMENTOS DE BASES DE DATOS,64137,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
499,215,FUNDAMENTOS DE REDES Y TELECOMUNICACIONES,64146,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
500,246,ARQUITECTURA DE APLICACIONES,64155,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
501,343,INTELIGENCIA ARTIFICIAL,64164,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
502,93,PRÁCTICAS EN CITTES GP 3.2,64173,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
503,207,PROGRAMACIÓN DE ALGORITMOS,64388,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
504,613,GESTIÓN DE PROYECTOS,64397,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
505,208,LÓGICA DE LA PROGRAMACIÓN,64406,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
506,503,TEORÍA DE AUTOMATAS Y COMPILADORES,64415,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
507,97,PRÁCTICA EN CITTES GP 2.1,64424,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
508,98,PRÁCTICA EN CITTES GP 2.2,64643,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
509,82,FORMACIÓN EN ACADEMIAS GP 3.1,64853,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
510,111,FÍSICA,64862,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
511,304,LENGUAJES ARTÍSTICOS COMBINADOS,64871,ARTES PLÁSTICAS Y DISEÑO
512,19,GESTIÓN PRODUCTIVA GP 1.1,64880,ARTES PLÁSTICAS Y DISEÑO
513,485,HISTORIA DEL ARTE II,65128,ARTES PLÁSTICAS Y DISEÑO
514,28,PROYECTO DE FIN DE CARRERA GP 4.1,65137,ARTES PLÁSTICAS Y DISEÑO
515,578,ESCULTURA I,65388,ARTES PLÁSTICAS Y DISEÑO
516,469,DIBUJO ARTÍSTICO Y PINTURA I,65397,ARTES PLÁSTICAS Y DISEÑO
517,484,HISTORIA DEL ARTE IV,65406,ARTES PLÁSTICAS Y DISEÑO
518,576,CERÁMICA I,65415,ARTES PLÁSTICAS Y DISEÑO
519,9,GESTIÓN PRODUCTIVA GP 2.2,65424,ARTES PLÁSTICAS Y DISEÑO
520,461,DISEÑO III,65628,ARTES PLÁSTICAS Y DISEÑO
521,181,DISEÑO V,65637,ARTES PLÁSTICAS Y DISEÑO
522,18,GESTIÓN PRODUCTIVA GP 1.2,65646,ARTES PLÁSTICAS Y DISEÑO
523,466,DIBUJO ARTÍSTICO V,65937,ARTES PLÁSTICAS Y DISEÑO
524,557,DISEÑO I,65946,ARTES PLÁSTICAS Y DISEÑO
525,482,HISTORIA DEL ARTE VI,65955,ARTES PLÁSTICAS Y DISEÑO
526,290,PINTURA V,65964,ARTES PLÁSTICAS Y DISEÑO
527,2,GESTIÓN PRODUCTIVA GP 3.2,65973,ARTES PLÁSTICAS Y DISEÑO
528,458,ESCULTURA III,65982,ARTES PLÁSTICAS Y DISEÑO
529,468,DIBUJO ARTÍSTICO III,65991,ARTES PLÁSTICAS Y DISEÑO
530,6,GESTIÓN PRODUCTIVA GP 2.1,66000,ARTES PLÁSTICAS Y DISEÑO
531,4,GESTIÓN PRODUCTIVA GP 3.1,66203,ARTES PLÁSTICAS Y DISEÑO
532,459,PINTURA III,66462,ARTES PLÁSTICAS Y DISEÑO
533,305,ANATOMÍA ARTÍSTICA,66471,ARTES PLÁSTICAS Y DISEÑO
534,529,ESTADÍSTICA II,66480,ECONOMÍA
535,615,CÁLCULO II,67160,ECONOMÍA
536,636,ECONOMETRÍA II,67169,ECONOMÍA
537,321,HISTORIA DEL PENSAMIENTO ECONÓMICO,67178,ECONOMÍA
538,11,GESTIÓN PRODUCTIVA GP 1,67187,ECONOMÍA
539,583,MICROECONOMÍA I,67196,ECONOMÍA
540,606,PROYECTOS II,67205,ECONOMÍA
541,4,GESTIÓN PRODUCTIVA GP 3.1,67214,ECONOMÍA
542,13,GESTIÓN PRODUCTIVA GP 4.1,67223,ECONOMÍA
543,61,CONTABILIDAD GENERAL,67487,ECONOMÍA
544,433,MICROECONOMÍA III,68092,ECONOMÍA
545,43,MATEMÁTICA,68101,ECONOMÍA
546,353,ECONOMIA,68479,GASTRONOMÍA
547,2,GESTIÓN PRODUCTIVA GP 3.2,68996,ECONOMÍA
548,268,POLÍTICA ECONÓMICA I,69299,ECONOMÍA
549,645,MACROECONOMÍA II,69308,ECONOMÍA
550,148,ECONOMÍA POPULAR Y SOLIDARIA,69317,ECONOMÍA
551,647,FINANZAS I,69326,ECONOMÍA
552,15,GESTIÓN PRODUCTIVA GP 4.2,69794,ECONOMÍA
553,148,ECONOMÍA INTERNACIONAL,70027,ECONOMÍA
554,428,CONSTRUCCIÓN DE INDICADORES,70036,ECONOMÍA
555,149,ECONOMÍA POLÍTICA,70045,ECONOMÍA
556,460,AUDITORÍA III,70054,CONTABILIDAD Y AUDITORÍA
557,4,GESTIÓN PRODUCTIVA GP 3.1,70063,CONTABILIDAD Y AUDITORÍA
558,2,GESTIÓN PRODUCTIVA GP 3.2,70521,CONTABILIDAD Y AUDITORÍA
559,255,COMPUTACIÓN APLICADA,70841,CONTABILIDAD Y AUDITORÍA
560,65,CONTABILIDAD BANCARIA,70850,CONTABILIDAD Y AUDITORÍA
561,70,CONTABILIDAD GENERAL I,71432,CONTABILIDAD Y AUDITORÍA
562,152,INTRODUCCIÓN A LA ECONOMÍA,71441,CONTABILIDAD Y AUDITORÍA
563,30,PROYECTO DE  FIN DE CARRERA II GP 4.2,72010,CONTABILIDAD Y AUDITORÍA
564,309,NORMAS INTERNACIONALES DE INFORMACION FINANCIERA,72258,CONTABILIDAD Y AUDITORÍA
565,70,CONTABILIDAD DE COSTOS I,72730,CONTABILIDAD Y AUDITORÍA
566,580,AUDITORÍA I,72739,CONTABILIDAD Y AUDITORÍA
567,616,CÁLCULO,72748,CONTABILIDAD Y AUDITORÍA
568,528,ESTADÍSTICA I,72757,CONTABILIDAD Y AUDITORÍA
569,430,MACROECONOMÍA,73420,CONTABILIDAD Y AUDITORÍA
570,537,ADMINISTRACIÓN DE RECURSOS HUMANOS,73852,CONTABILIDAD Y AUDITORÍA
571,27,PROYECTO DE FIN DE CARRERA I GP 4.1,73861,CONTABILIDAD Y AUDITORÍA
572,66,CONTABILIDAD SUPERIOR,74094,CONTABILIDAD Y AUDITORÍA
573,11,GESTIÓN PRODUCTIVA GP 1,74103,CONTABILIDAD Y AUDITORÍA
574,421,ORGANIZACIÓN CONTABLE,74112,CONTABILIDAD Y AUDITORÍA
575,648,FINANZAS II,74121,CONTABILIDAD Y AUDITORÍA
576,134,LEGISLACIÓN MERCANTIL Y SOCIETARIA,74537,CONTABILIDAD Y AUDITORÍA
577,137,LEGISLACIÓN SOBRE CONTRATACIÓN PÚBLICA,74546,CONTABILIDAD Y AUDITORÍA
578,100,QUÍMICA ORGÁNICA,74555,BIOQUÍMICA Y FARMACIA
579,17,GESTIÓN PRODUCTIVA 1.2,75891,BIOQUÍMICA Y FARMACIA
580,38,TRABAJO DE FIN DE CARRERA 4.1,76137,BIOQUÍMICA Y FARMACIA
581,5,GESTIÓN PRODUCTIVA 2.1,76524,BIOQUÍMICA Y FARMACIA
582,348,HEMATOLOGÍA,76763,BIOQUÍMICA Y FARMACIA
583,315,TALLER PRÁCTICO INTRODUCTORIO,77289,BIOQUÍMICA Y FARMACIA
584,106,QUÍMICA ANALÍTICA,77522,BIOQUÍMICA Y FARMACIA
585,52,FÍSICA PARA LAS CIENCIAS BIOLÓGICAS,77808,BIOQUÍMICA Y FARMACIA
586,37,TRABAJO DE FIN DE CARRERA 4.2,78437,BIOQUÍMICA Y FARMACIA
587,204,BOTÁNICA,78788,BIOQUÍMICA Y FARMACIA
588,587,BIOQUÍMICA CLÍNICA,78994,BIOQUÍMICA Y FARMACIA
589,1,GESTIÓN PRODUCTIVA 3.2,79602,BIOQUÍMICA Y FARMACIA
590,303,ANATOMÍA FUNCIONAL,79866,BIOQUÍMICA Y FARMACIA
591,302,HISTOLOGÍA,79875,BIOQUÍMICA Y FARMACIA
592,585,BIOQUÍMICA II,80123,BIOQUÍMICA Y FARMACIA
593,349,TOXICOLOGÍA,80404,BIOQUÍMICA Y FARMACIA
594,110,FÍSICO QUÍMICA,80778,BIOQUÍMICA Y FARMACIA
595,3,GESTIÓN PRODUCTIVA 3.1,81449,BIOQUÍMICA Y FARMACIA
596,567,TECNOLOGÍA FARMACÉUTICA I,81682,BIOQUÍMICA Y FARMACIA
597,20,GESTIÓN PRODUCTIVA 1.1,81691,BIOQUÍMICA Y FARMACIA
598,55,GENÉTICA GENERAL,81908,BIOQUÍMICA Y FARMACIA
599,50,CÁLCULO PARA LAS CIENCIAS BIOLÓGICAS,82332,BIOQUÍMICA Y FARMACIA
600,473,FISIOLOGÍA,82598,BIOQUÍMICA Y FARMACIA
601,620,BIOLOGÍA CELULAR Y MOLECULAR II,82821,BIOQUÍMICA Y FARMACIA
602,547,MICROBIOLOGÍA I,83173,BIOQUÍMICA Y FARMACIA
603,549,MICROBIOLOGÍA II,83479,BIOQUÍMICA Y FARMACIA
604,356,FITOQUÍMICA Y FARMACOGNOSIA,83816,BIOQUÍMICA Y FARMACIA
605,551,MICROBIOLOGÍA CLÍNICA,84441,BIOQUÍMICA Y FARMACIA
606,621,FARMACOLOGÍA II,84803,BIOQUÍMICA Y FARMACIA
607,256,CULTIVOS CELULARES,85142,BIOQUÍMICA Y FARMACIA
608,561,FARMACOLOGÍA I,85554,BIOQUÍMICA Y FARMACIA
609,552,MICROBIOLOGÍA DE ALIMENTOS,85865,BIOQUÍMICA Y FARMACIA
610,618,BIOLOGÍA CELULAR Y MOLECULAR I,86121,BIOQUÍMICA Y FARMACIA
611,8,GESTIÓN PRODUCTIVA 2.2,86424,BIOQUÍMICA Y FARMACIA
612,586,BIOQUÍMICA I,86640,BIOQUÍMICA Y FARMACIA
613,333,NUTRICIÓN Y DIETÉTICA ,87075,ENFERMERÍA
614,569,ENFERMERÍA MATERNO-INFANTIL I,87084,ENFERMERÍA
615,269,ENFERMERÍA EN URGENCIA,87093,ENFERMERÍA
616,270,ENFERMERÍA GERIÁTRICA,87102,ENFERMERÍA
617,273,ENFERMERÍA ONCOLÓGICA Y CUIDADOS PALIATIVOS ,87111,ENFERMERÍA
618,235,GP2 ENFERMERÍA COMUNITARIA I (APS). INTRODUCCIÓN AL TRABAJO DE FIN DE TITULACIÓN,87347,ENFERMERÍA
619,392,PATOLOGIA,87356,ENFERMERÍA
620,626,ENFERMERÍA MATERNO-INFANTIL II,87365,ENFERMERÍA
621,374,INSTRUMENTACIÓN QUIRÚRGICA,87374,ENFERMERÍA
622,554,MICROBIOLOGÍA Y PARASITOLOGÍA,87383,ENFERMERÍA
623,236,GP3 ENFERMERÍA COMUNITARIA II. PRESENTACIÓN PROYECTO DE FIN DE TITULACIÓN,87392,ENFERMERÍA
624,391,EMPRENDIMIENTO,87846,Área Administrativa
625,440,REALIDAD NACIONAL Y AMBIENTAL,88166,Área Administrativa
626,440,REALIDAD NACIONAL,88391,Área Administrativa
627,559,DESARROLLO ESPIRITUAL I,88736,Área Socio-Humanística
628,411,EXPRESIÓN ORAL Y ESCRITA,89075,Área Socio-Humanística
629,444,DESARROLLO ESPIRITUAL II,89400,Área Socio-Humanística
630,444,DESARROLLO ESPIRITUAL III,89776,Área Socio-Humanística
631,563,REDACCION Y COMPRENSION LECTORA I,89991,Área Socio-Humanística
632,413,"HUMANISMO, UNIVERSIDAD Y CULTURA",90000,Área Socio-Humanística
633,403,ETICA Y MORAL,90335,Área Socio-Humanística
634,396,METODOLOGIA DE LA INVESTIGACION Y TECNICAS DE ESTUDIO,90344,Área Socio-Humanística
635,628,REDACCION Y COMPRENSION LECTORA II,90353,Área Socio-Humanística
636,308,LINGÜÍSTICA,90362,Área Socio-Humanística
637,389,EPISTEMOLOGIA,90371,Área Socio-Humanística
638,53,QUÍMICA GENERAL,90380,Área Biológica y Biomédica
639,112,FÍSICA BÁSICA,90389,Área Biológica y Biomédica
640,287,ÁLGEBRA LINEAL,90398,Área Biológica y Biomédica
641,45,ANÁLISIS MATEMÁTICO UNIVARIADO,90407,Área Biológica y Biomédica
642,44,FUNDAMENTOS MATEMÁTICOS,90416,Área Biológica y Biomédica
643,300,BIOESTADÍSTICA,90425,Área Biológica y Biomédica
644,109,QUÍMICA AMBIENTAL,90434,Área Biológica y Biomédica
645,217,FUNDAMENTOS DE GEOMETRÍA,90443,Área Biológica y Biomédica
646,335,FÍSICO-QUÍMICA ALIMENTARIA,90452,Área Biológica y Biomédica
647,253,COMPUTACIÓN,90461,Área Técnica
648,155,INTRODUCCIÓN A LA VISIÓN ARTIFICIAL,90988,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
649,554,MICROBIOLOGÍA Y PARASITOLOGÍA,91318,MEDICINA
