,cluster,asignatura,id,titulacion
330,161,TRANSMISIÓN DE DATOS,40165,ELECTRÓNICA Y TELECOMUNICACIONES
331,98,FUNDAMENTOS DE LA PROGRAMACIÓN,40174,ELECTRÓNICA Y TELECOMUNICACIONES
332,66,FÍSICA UNIVERSITARIA,40183,ELECTRÓNICA Y TELECOMUNICACIONES
333,86,SISTEMAS DIGITALES,40192,ELECTRÓNICA Y TELECOMUNICACIONES
334,15,GESTIÓN PRODUCTIVA GP 2,40201,ELECTRÓNICA Y TELECOMUNICACIONES
335,218,SISTEMAS DE COMUNICACIÓN,40402,ELECTRÓNICA Y TELECOMUNICACIONES
336,100,FUNDAMENTOS Y APLICACIONES USANDO REDES DE SENSORES E IOT,40411,ELECTRÓNICA Y TELECOMUNICACIONES
337,241,ANÁLISIS ESTADÍSTICO Y PROBABILÍSTICO,40420,ELECTRÓNICA Y TELECOMUNICACIONES
338,128,ECUACIONES DIFERENCIALES Y MÉTODOS NUMÉRICOS,40429,ELECTRÓNICA Y TELECOMUNICACIONES
339,10,GESTIÓN PRODUCTIVA GP 1,40438,ELECTRÓNICA Y TELECOMUNICACIONES
340,189,MICRONDAS,40683,ELECTRÓNICA Y TELECOMUNICACIONES
341,218,COMUNICACIONES ÓPTICAS,40692,ELECTRÓNICA Y TELECOMUNICACIONES
342,218,TECNOLOGÍAS INALÁMBRICAS DE COMUNICACIÓN,40701,ELECTRÓNICA Y TELECOMUNICACIONES
343,182,INSTRUMENTACIÓN,40710,ELECTRÓNICA Y TELECOMUNICACIONES
344,189,RADIACIÓN Y GUÍAS DE ONDA,40719,ELECTRÓNICA Y TELECOMUNICACIONES
345,126,ESTRUCTURA DE REDES DE COMUNICACIÓN,40728,ELECTRÓNICA Y TELECOMUNICACIONES
346,33,PROYECTO DE FIN DE CARRERA GP 4,40737,ELECTRÓNICA Y TELECOMUNICACIONES
347,220,TEORÍAS DE CIRCUITOS,40979,ELECTRÓNICA Y TELECOMUNICACIONES
348,27,PROYECTO DE FIN DE CARRERA 4.2,40988,GESTIÓN AMBIENTAL
349,23,PROYECTO DE FIN DE CARRERA 4.1,40997,GESTIÓN AMBIENTAL
350,179,MODELOS DE CALIDAD DE AGUA,41263,INGENIERÍA CIVIL
351,80,ECONOMÍA DE RECURSOS NATURALES Y DESARROLLO SOSTENIBLE,41272,GESTIÓN AMBIENTAL
352,97,BOTÁNICA,41829,GESTIÓN AMBIENTAL
353,201,ECOLOGÍA,42035,GESTIÓN AMBIENTAL
354,167,ECOTOXICOLOGÍA,42461,GESTIÓN AMBIENTAL
355,4,GESTIÓN PRODUCTIVA GP 3.1,42879,GESTIÓN AMBIENTAL
356,125,MANEJO DE FLORA Y FAUNA,43187,GESTIÓN AMBIENTAL
357,125,MANEJO SUSTENTABLE DEL SUELO,43528,GESTIÓN AMBIENTAL
358,6,GESTIÓN PRODUCTIVA GP 2.1,43847,GESTIÓN AMBIENTAL
359,192,LEGISLACIÓN AMBIENTAL,44068,GESTIÓN AMBIENTAL
360,8,GESTIÓN PRODUCTIVA GP 2.2,44415,GESTIÓN AMBIENTAL
361,218,EDUCACIÓN Y COMUNICACIÓN AMBIENTAL,44675,GESTIÓN AMBIENTAL
362,193,IMPACTOS AMBIENTALES,45059,GESTIÓN AMBIENTAL
363,101,TECNOLOGÍAS LIMPIAS Y ALTERNATIVAS,45068,GESTIÓN AMBIENTAL
364,27,PROYECTO DE FIN DE CARRERA 4.2,45724,GESTIÓN AMBIENTAL
365,97,BOTÁNICA APLICADA,45963,GESTIÓN AMBIENTAL
366,211,DIVERSIDAD ANIMAL,46326,GESTIÓN AMBIENTAL
367,133,ECOSISTEMAS DEL ECUADOR,46559,GESTIÓN AMBIENTAL
368,23,PROYECTO DE FIN DE CARRERA 4.1,46893,GESTIÓN AMBIENTAL
369,104,BIOLOGÍA DE LA CONSERVACIÓN,47168,GESTIÓN AMBIENTAL
370,117,TÉCNICAS DE BIOLOGÍA DE CAMPO,47177,GESTIÓN AMBIENTAL
371,137,ZOOLOGÍA,47402,GESTIÓN AMBIENTAL
372,202,ECOLOGÍA HUMANA,47411,GESTIÓN AMBIENTAL
373,40,MATEMÁTICAS PARA LAS CIENCIAS BIOLÓGICAS,47779,BIOQUÍMICA Y FARMACIA
374,89,DISEÑO Y EVALUACIÓN DE PROYECTOS SOCIOAMBIENTALES,48065,GESTIÓN AMBIENTAL
375,10,GESTIÓN PRODUCTIVA GP 1,48656,GESTIÓN AMBIENTAL
376,149,ORDENACIÓN TERRITORIAL,48882,GESTIÓN AMBIENTAL
377,193,INTRODUCCIÓN A LAS CIENCIAS AMBIENTALES,48891,GESTIÓN AMBIENTAL
378,4,GESTIÓN PRODUCTIVA GP 3.1,48900,INGLÉS
379,219,READING AND WRITING I,48909,INGLÉS
380,189,EDUCATIONAL RESEARCH,48918,INGLÉS
381,189,FILOSOFÍA DE LA EDUCACIÓN,48927,INGLÉS
382,180,ACADEMIC WRITING,48936,INGLÉS
383,219,LISTENING AND SPEAKING III,48945,INGLÉS
384,219,METHODOLOGY AND DIDACTICS I,48954,INGLÉS
385,189,INTRODUCTION TO APPLIED LINGUISTICS,48963,INGLÉS
386,6,GESTIÓN PRODUCTIVA GP 2.1,48972,INGLÉS
387,219,READING AND WRITING III,48981,INGLÉS
388,180,TEACHING TECHNIQUES,48990,INGLÉS
389,180,CURRICULUM AND MATERIALS,48999,INGLÉS
390,93,PSICOLOGÍA DEL APRENDIZAJE,49008,INGLÉS
391,253,COMMUNICATIVE GRAMMAR I,49017,INGLÉS
392,105,TRABAJO DE TITULACIÓN,49026,INGLÉS
393,224,COMMUNICATIVE GRAMMAR III,49358,INGLÉS
394,107,RESISTENCIA DE MATERIALES,49367,INGENIERÍA CIVIL
395,108,MECÁNICA RACIONAL,49757,INGENIERÍA CIVIL
396,111,TOPOGRAFÍA APLICADA,49766,INGENIERÍA CIVIL
397,3,GESTIÓN PRODUCTIVA 3.1,49775,INGENIERÍA CIVIL
398,253,CONCRETO I,50042,INGENIERÍA CIVIL
399,269,SANITARIA II,50051,INGENIERÍA CIVIL
400,205,DIBUJO Y DESCRIPTIVA,50060,INGENIERÍA CIVIL
401,66,FÍSICA,50069,INGENIERÍA CIVIL
402,265,CÁLCULO,50078,INGENIERÍA CIVIL
403,95,INGENIERÍA DE RÍOS,50087,INGENIERÍA CIVIL
404,253,HIDROLOGÍA I,50096,INGENIERÍA CIVIL
405,189,VÍAS,50446,INGENIERÍA CIVIL
406,204,HIDRÁULICA III,50455,INGENIERÍA CIVIL
407,37,MATEMÁTICAS,50728,INGENIERÍA CIVIL
408,269,HIDROLOGÍA II,50737,INGENIERÍA CIVIL
409,126,ESTRUCTURAS,51047,INGENIERÍA CIVIL
410,84,DISEÑO HIDRAÚLICO DE SISTEMAS DE TRATAMIENTO DE AGUA,51529,INGENIERÍA CIVIL
411,158,PRESUPUESTO Y CONTROL DE OBRAS,51538,INGENIERÍA CIVIL
412,183,DINÁMICA DE SUELOS,51547,INGENIERÍA CIVIL
413,7,GESTIÓN PRODUCTIVA 2.2,51556,INGENIERÍA CIVIL
414,269,HIDRÁULICA II,51805,INGENIERÍA CIVIL
415,23,PROYECTO DE FIN DE CARRERA 4.1,52064,INGENIERÍA CIVIL
416,109,SUELOS Y ROCAS II,52339,INGENIERÍA CIVIL
417,101,TECNOLOGÍA DEL CONCRETO Y DEL ACERO,52348,INGENIERÍA CIVIL
418,5,GESTIÓN PRODUCTIVA 2.1,52357,INGENIERÍA CIVIL
419,166,GEOTECNIA,52608,INGENIERÍA CIVIL
420,27,PROYECTO DE FIN DE CARRERA 4.2,53149,INGENIERÍA CIVIL
421,83,SISTEMAS DE INFORMACIÓN GEOGRÁFICA ,53382,INGENIERÍA CIVIL
422,1,GESTIÓN PRODUCTIVA 3.2,53391,INGENIERÍA CIVIL
423,253,HIDRÁULICA I,53715,INGENIERÍA CIVIL
424,241,MÉTODOS ESTADÍSTICOS Y DISEÑO EXPERIMENTAL,54098,INGENIERÍA QUÍMICA
425,18,GESTIÓN PRODUCTIVA GP 1.1,54107,INGENIERÍA QUÍMICA
426,21,GESTIÓN PRODUCTIVA GP 3.1A,54116,INGENIERÍA QUÍMICA
427,23,PROYECTO DE FIN DE CARRERA  GP 4.1,54125,INGENIERÍA QUÍMICA
428,94,INGENIERÍA AMBIENTAL,54134,INGENIERÍA QUÍMICA
429,262,PROYECTOS INDUSTRIALES I,54143,INGENIERÍA QUÍMICA
430,65,QUÍMICA ORGÁNICA,54152,INGENIERÍA QUÍMICA
431,127,TRANSFERENCIA DE CALOR,55488,INGENIERÍA QUÍMICA
432,101,MINERALOGÍA APLICADA Y TECNOLOGÍA CONCENTRACIÓN DE MINERALES,55497,INGENIERÍA QUÍMICA
433,175,BALANCE DE MATERIA Y ENERGÍA,55506,INGENIERÍA QUÍMICA
434,129,ALGEBRA LINEAL Y MÉTODOS NUMÉRICOS,55515,INGENIERÍA QUÍMICA
435,6,GESTIÓN PRODUCTIVA GP 2.1,56090,INGENIERÍA QUÍMICA
436,189,PRECÁLCULO,56099,INGENIERÍA QUÍMICA
437,65,QUÍMICA DE PRODUCTOS NATURALES,56108,INGENIERÍA QUÍMICA
438,66,QUÍMICA FÍSICA,56117,INGENIERÍA QUÍMICA
439,103,TECNOLOGÍA DE PRODUCTOS VEGETALES Y ALIMENTOS,56126,INGENIERÍA QUÍMICA
440,65,TÉCNICAS AVANZADAS EN QUÍMICA DE PRODUCTOS NATURALES,56135,BIOQUÍMICA Y FARMACIA
441,65,INTRODUCCIÓN A LA INGENIERÍA QUÍMICA,56144,INGENIERÍA QUÍMICA
442,65,INTRODUCCIÓN A LA QUÍMICA MEDICINAL,56153,BIOQUÍMICA Y FARMACIA
443,95,INGENIERÍA DE PROCESOS,56162,INGENIERÍA QUÍMICA
444,132,AUTOMATIZACIÓN Y CONTROL INDUSTRIAL,56171,INGENIERÍA INDUSTRIAL
445,66,FÍSICA II,56180,INGENIERÍA INDUSTRIAL
446,89,DISEÑO DE EXPERIMENTOS,56189,INGENIERÍA INDUSTRIAL
447,241,ESTADÍSTICA,56198,INGENIERÍA INDUSTRIAL
448,87,INVESTIGACIÓN DE OPERACIONES I,56523,INGENIERÍA INDUSTRIAL
449,19,GESTIÓN PRODUCTIVA 1.1,56532,INGENIERÍA INDUSTRIAL
450,46,CONTABILIDAD DE COSTOS,56541,INGENIERÍA INDUSTRIAL
451,5,GESTIÓN PRODUCTIVA 2.1,56550,INGENIERÍA INDUSTRIAL
452,132,PROCESOS INDUSTRIALES,56559,INGENIERÍA INDUSTRIAL
453,127,TRANSFERENCIA DE CALOR Y FLUIDOS,56568,INGENIERÍA INDUSTRIAL
454,96,INGENIERÍA DE MATERIALES I,56577,INGENIERÍA INDUSTRIAL
455,205,DIBUJO INDUSTRIAL,56586,INGENIERÍA INDUSTRIAL
456,3,GESTIÓN PRODUCTIVA 3.1,56595,INGENIERÍA INDUSTRIAL
457,52,GESTIÓN ENERGÉTICA,56604,INGENIERÍA INDUSTRIAL
458,44,ECONOMÍA GENERAL,56613,INGENIERÍA INDUSTRIAL
459,3,GESTIÓN PRODUCTIVA 3.1,56622,HOTELERÍA Y TURISMO
460,131,INGLÉS VII,56884,HOTELERÍA Y TURISMO
461,1,GESTIÓN PRODUCTIVA 3.2,56893,HOTELERÍA Y TURISMO
462,189,DIRECCIÓN HOTELERA,57216,HOTELERÍA Y TURISMO
463,19,GESTIÓN PRODUCTIVA 1.1,57225,HOTELERÍA Y TURISMO
464,243,ADMINISTRACIÓN II,57234,HOTELERÍA Y TURISMO
465,5,GESTIÓN PRODUCTIVA 2.1,57524,HOTELERÍA Y TURISMO
466,37,MATEMÁTICA,58140,HOTELERÍA Y TURISMO
467,174,CONGRESOS Y EVENTOS,58518,HOTELERÍA Y TURISMO
468,189,TRÁFICO AÉREO,58769,HOTELERÍA Y TURISMO
469,241,ESTADÍSTICA II,58778,HOTELERÍA Y TURISMO
470,46,CONTABILIDAD DE COSTOS,59458,HOTELERÍA Y TURISMO
471,23,PROYECTO DE FIN DE CARRERA 4.1,59879,HOTELERÍA Y TURISMO
472,215,ARTE Y CULTURA,60176,HOTELERÍA Y TURISMO
473,27,PROYECTO DE FIN DE CARRERA 4.2,60185,HOTELERÍA Y TURISMO
474,189,TURISMO Y HOTELERÍA,60386,HOTELERÍA Y TURISMO
475,22,GESTIÓN PRODUCTIVA 1.3,60395,HOTELERÍA Y TURISMO
476,82,INTRODUCCIÓN A LA ECONOMÍA,60688,HOTELERÍA Y TURISMO
477,131,INGLÉS V,61257,HOTELERÍA Y TURISMO
478,157,OPERACIONES TURÍSTICAS,61266,HOTELERÍA Y TURISMO
479,244,ADMINISTRACIÓN DE RECURSOS HUMANOS,61275,HOTELERÍA Y TURISMO
480,118,TÉCNICAS HOTELERAS,61284,HOTELERÍA Y TURISMO
481,253,FRANCÉS I,61293,HOTELERÍA Y TURISMO
482,204,FRANCÉS III,61982,HOTELERÍA Y TURISMO
483,126,ESTRUCTURA DE DATOS Y ALGORITMOS,61991,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
484,54,FORMACIÓN EN ACADEMIAS GP 1.3,62000,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
485,128,MÉTODOS CUANTITATIVOS,62388,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
486,34,PROYECTO DE FIN DE CARRERA GP4.1,62397,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
487,113,ARQUITECTURA Y COMPUTACIÓN PARALELA,62620,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
488,81,ECONOMÍA  FINANZAS E INVERSIONES,62629,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
489,35,PROYECTO  DE FIN DE CARRERA GP4.2,62638,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
490,144,ARQUITECTURA Y SEGURIDAD DE REDES,62951,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
491,55,PASANTÍAS EN CITTES GP 1.1,62960,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
492,100,FUNDAMENTOS INFORMÁTICOS,63267,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
493,265,CÁLCULO,63276,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
494,110,ARQUITECTURA DE COMPUTADORES,63285,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
495,38,FUNDAMENTOS MATEMÁTICOS,63715,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
496,95,INGENIERÍA DE REQUISITOS,63724,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
497,56,PASANTÍAS EN CITTES GP 1.2,63733,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
498,100,FUNDAMENTOS DE BASES DE DATOS,64137,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
499,100,FUNDAMENTOS DE REDES Y TELECOMUNICACIONES,64146,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
500,110,ARQUITECTURA DE APLICACIONES,64155,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
501,160,INTELIGENCIA ARTIFICIAL,64164,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
502,60,PRÁCTICAS EN CITTES GP 3.2,64173,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
503,98,PROGRAMACIÓN DE ALGORITMOS,64388,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
504,262,GESTIÓN DE PROYECTOS,64397,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
505,98,LÓGICA DE LA PROGRAMACIÓN,64406,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
506,220,TEORÍA DE AUTOMATAS Y COMPILADORES,64415,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
507,63,PRÁCTICA EN CITTES GP 2.1,64424,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
508,64,PRÁCTICA EN CITTES GP 2.2,64643,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
509,53,FORMACIÓN EN ACADEMIAS GP 3.1,64853,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
510,66,FÍSICA,64862,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
511,136,LENGUAJES ARTÍSTICOS COMBINADOS,64871,ARTES PLÁSTICAS Y DISEÑO
512,18,GESTIÓN PRODUCTIVA GP 1.1,64880,ARTES PLÁSTICAS Y DISEÑO
513,216,HISTORIA DEL ARTE II,65128,ARTES PLÁSTICAS Y DISEÑO
514,23,PROYECTO DE FIN DE CARRERA GP 4.1,65137,ARTES PLÁSTICAS Y DISEÑO
515,253,ESCULTURA I,65388,ARTES PLÁSTICAS Y DISEÑO
516,206,DIBUJO ARTÍSTICO Y PINTURA I,65397,ARTES PLÁSTICAS Y DISEÑO
517,215,HISTORIA DEL ARTE IV,65406,ARTES PLÁSTICAS Y DISEÑO
518,253,CERÁMICA I,65415,ARTES PLÁSTICAS Y DISEÑO
519,8,GESTIÓN PRODUCTIVA GP 2.2,65424,ARTES PLÁSTICAS Y DISEÑO
520,204,DISEÑO III,65628,ARTES PLÁSTICAS Y DISEÑO
521,89,DISEÑO V,65637,ARTES PLÁSTICAS Y DISEÑO
522,17,GESTIÓN PRODUCTIVA GP 1.2,65646,ARTES PLÁSTICAS Y DISEÑO
523,206,DIBUJO ARTÍSTICO V,65937,ARTES PLÁSTICAS Y DISEÑO
524,253,DISEÑO I,65946,ARTES PLÁSTICAS Y DISEÑO
525,215,HISTORIA DEL ARTE VI,65955,ARTES PLÁSTICAS Y DISEÑO
526,131,PINTURA V,65964,ARTES PLÁSTICAS Y DISEÑO
527,2,GESTIÓN PRODUCTIVA GP 3.2,65973,ARTES PLÁSTICAS Y DISEÑO
528,204,ESCULTURA III,65982,ARTES PLÁSTICAS Y DISEÑO
529,206,DIBUJO ARTÍSTICO III,65991,ARTES PLÁSTICAS Y DISEÑO
530,6,GESTIÓN PRODUCTIVA GP 2.1,66000,ARTES PLÁSTICAS Y DISEÑO
531,4,GESTIÓN PRODUCTIVA GP 3.1,66203,ARTES PLÁSTICAS Y DISEÑO
532,204,PINTURA III,66462,ARTES PLÁSTICAS Y DISEÑO
533,136,ANATOMÍA ARTÍSTICA,66471,ARTES PLÁSTICAS Y DISEÑO
534,241,ESTADÍSTICA II,66480,ECONOMÍA
535,264,CÁLCULO II,67160,ECONOMÍA
536,269,ECONOMETRÍA II,67169,ECONOMÍA
537,146,HISTORIA DEL PENSAMIENTO ECONÓMICO,67178,ECONOMÍA
538,10,GESTIÓN PRODUCTIVA GP 1,67187,ECONOMÍA
539,253,MICROECONOMÍA I,67196,ECONOMÍA
540,262,PROYECTOS II,67205,ECONOMÍA
541,4,GESTIÓN PRODUCTIVA GP 3.1,67214,ECONOMÍA
542,12,GESTIÓN PRODUCTIVA GP 4.1,67223,ECONOMÍA
543,45,CONTABILIDAD GENERAL,67487,ECONOMÍA
544,191,MICROECONOMÍA III,68092,ECONOMÍA
545,37,MATEMÁTICA,68101,ECONOMÍA
546,168,ECONOMIA,68479,GASTRONOMÍA
547,2,GESTIÓN PRODUCTIVA GP 3.2,68996,ECONOMÍA
548,121,POLÍTICA ECONÓMICA I,69299,ECONOMÍA
549,269,MACROECONOMÍA II,69308,ECONOMÍA
550,81,ECONOMÍA POPULAR Y SOLIDARIA,69317,ECONOMÍA
551,270,FINANZAS I,69326,ECONOMÍA
552,14,GESTIÓN PRODUCTIVA GP 4.2,69794,ECONOMÍA
553,81,ECONOMÍA INTERNACIONAL,70027,ECONOMÍA
554,189,CONSTRUCCIÓN DE INDICADORES,70036,ECONOMÍA
555,81,ECONOMÍA POLÍTICA,70045,ECONOMÍA
556,204,AUDITORÍA III,70054,CONTABILIDAD Y AUDITORÍA
557,4,GESTIÓN PRODUCTIVA GP 3.1,70063,CONTABILIDAD Y AUDITORÍA
558,2,GESTIÓN PRODUCTIVA GP 3.2,70521,CONTABILIDAD Y AUDITORÍA
559,115,COMPUTACIÓN APLICADA,70841,CONTABILIDAD Y AUDITORÍA
560,47,CONTABILIDAD BANCARIA,70850,CONTABILIDAD Y AUDITORÍA
561,48,CONTABILIDAD GENERAL I,71432,CONTABILIDAD Y AUDITORÍA
562,82,INTRODUCCIÓN A LA ECONOMÍA,71441,CONTABILIDAD Y AUDITORÍA
563,24,PROYECTO DE  FIN DE CARRERA II GP 4.2,72010,CONTABILIDAD Y AUDITORÍA
564,140,NORMAS INTERNACIONALES DE INFORMACION FINANCIERA,72258,CONTABILIDAD Y AUDITORÍA
565,48,CONTABILIDAD DE COSTOS I,72730,CONTABILIDAD Y AUDITORÍA
566,253,AUDITORÍA I,72739,CONTABILIDAD Y AUDITORÍA
567,265,CÁLCULO,72748,CONTABILIDAD Y AUDITORÍA
568,241,ESTADÍSTICA I,72757,CONTABILIDAD Y AUDITORÍA
569,190,MACROECONOMÍA,73420,CONTABILIDAD Y AUDITORÍA
570,244,ADMINISTRACIÓN DE RECURSOS HUMANOS,73852,CONTABILIDAD Y AUDITORÍA
571,23,PROYECTO DE FIN DE CARRERA I GP 4.1,73861,CONTABILIDAD Y AUDITORÍA
572,47,CONTABILIDAD SUPERIOR,74094,CONTABILIDAD Y AUDITORÍA
573,10,GESTIÓN PRODUCTIVA GP 1,74103,CONTABILIDAD Y AUDITORÍA
574,189,ORGANIZACIÓN CONTABLE,74112,CONTABILIDAD Y AUDITORÍA
575,270,FINANZAS II,74121,CONTABILIDAD Y AUDITORÍA
576,72,LEGISLACIÓN MERCANTIL Y SOCIETARIA,74537,CONTABILIDAD Y AUDITORÍA
577,72,LEGISLACIÓN SOBRE CONTRATACIÓN PÚBLICA,74546,CONTABILIDAD Y AUDITORÍA
578,65,QUÍMICA ORGÁNICA,74555,BIOQUÍMICA Y FARMACIA
579,16,GESTIÓN PRODUCTIVA 1.2,75891,BIOQUÍMICA Y FARMACIA
580,32,TRABAJO DE FIN DE CARRERA 4.1,76137,BIOQUÍMICA Y FARMACIA
581,5,GESTIÓN PRODUCTIVA 2.1,76524,BIOQUÍMICA Y FARMACIA
582,163,HEMATOLOGÍA,76763,BIOQUÍMICA Y FARMACIA
583,143,TALLER PRÁCTICO INTRODUCTORIO,77289,BIOQUÍMICA Y FARMACIA
584,65,QUÍMICA ANALÍTICA,77522,BIOQUÍMICA Y FARMACIA
585,43,FÍSICA PARA LAS CIENCIAS BIOLÓGICAS,77808,BIOQUÍMICA Y FARMACIA
586,31,TRABAJO DE FIN DE CARRERA 4.2,78437,BIOQUÍMICA Y FARMACIA
587,97,BOTÁNICA,78788,BIOQUÍMICA Y FARMACIA
588,254,BIOQUÍMICA CLÍNICA,78994,BIOQUÍMICA Y FARMACIA
589,1,GESTIÓN PRODUCTIVA 3.2,79602,BIOQUÍMICA Y FARMACIA
590,136,ANATOMÍA FUNCIONAL,79866,BIOQUÍMICA Y FARMACIA
591,135,HISTOLOGÍA,79875,BIOQUÍMICA Y FARMACIA
592,254,BIOQUÍMICA II,80123,BIOQUÍMICA Y FARMACIA
593,164,TOXICOLOGÍA,80404,BIOQUÍMICA Y FARMACIA
594,66,FÍSICO QUÍMICA,80778,BIOQUÍMICA Y FARMACIA
595,3,GESTIÓN PRODUCTIVA 3.1,81449,BIOQUÍMICA Y FARMACIA
596,253,TECNOLOGÍA FARMACÉUTICA I,81682,BIOQUÍMICA Y FARMACIA
597,19,GESTIÓN PRODUCTIVA 1.1,81691,BIOQUÍMICA Y FARMACIA
598,44,GENÉTICA GENERAL,81908,BIOQUÍMICA Y FARMACIA
599,41,CÁLCULO PARA LAS CIENCIAS BIOLÓGICAS,82332,BIOQUÍMICA Y FARMACIA
600,209,FISIOLOGÍA,82598,BIOQUÍMICA Y FARMACIA
601,268,BIOLOGÍA CELULAR Y MOLECULAR II,82821,BIOQUÍMICA Y FARMACIA
602,246,MICROBIOLOGÍA I,83173,BIOQUÍMICA Y FARMACIA
603,247,MICROBIOLOGÍA II,83479,BIOQUÍMICA Y FARMACIA
604,171,FITOQUÍMICA Y FARMACOGNOSIA,83816,BIOQUÍMICA Y FARMACIA
605,249,MICROBIOLOGÍA CLÍNICA,84441,BIOQUÍMICA Y FARMACIA
606,269,FARMACOLOGÍA II,84803,BIOQUÍMICA Y FARMACIA
607,116,CULTIVOS CELULARES,85142,BIOQUÍMICA Y FARMACIA
608,253,FARMACOLOGÍA I,85554,BIOQUÍMICA Y FARMACIA
609,250,MICROBIOLOGÍA DE ALIMENTOS,85865,BIOQUÍMICA Y FARMACIA
610,266,BIOLOGÍA CELULAR Y MOLECULAR I,86121,BIOQUÍMICA Y FARMACIA
611,7,GESTIÓN PRODUCTIVA 2.2,86424,BIOQUÍMICA Y FARMACIA
612,254,BIOQUÍMICA I,86640,BIOQUÍMICA Y FARMACIA
613,154,NUTRICIÓN Y DIETÉTICA ,87075,ENFERMERÍA
614,253,ENFERMERÍA MATERNO-INFANTIL I,87084,ENFERMERÍA
615,122,ENFERMERÍA EN URGENCIA,87093,ENFERMERÍA
616,122,ENFERMERÍA GERIÁTRICA,87102,ENFERMERÍA
617,124,ENFERMERÍA ONCOLÓGICA Y CUIDADOS PALIATIVOS ,87111,ENFERMERÍA
618,105,GP2 ENFERMERÍA COMUNITARIA I (APS). INTRODUCCIÓN AL TRABAJO DE FIN DE TITULACIÓN,87347,ENFERMERÍA
619,189,PATOLOGIA,87356,ENFERMERÍA
620,269,ENFERMERÍA MATERNO-INFANTIL II,87365,ENFERMERÍA
621,182,INSTRUMENTACIÓN QUIRÚRGICA,87374,ENFERMERÍA
622,251,MICROBIOLOGÍA Y PARASITOLOGÍA,87383,ENFERMERÍA
623,106,GP3 ENFERMERÍA COMUNITARIA II. PRESENTACIÓN PROYECTO DE FIN DE TITULACIÓN,87392,ENFERMERÍA
624,189,EMPRENDIMIENTO,87846,Área Administrativa
625,195,REALIDAD NACIONAL Y AMBIENTAL,88166,Área Administrativa
626,195,REALIDAD NACIONAL,88391,Área Administrativa
627,253,DESARROLLO ESPIRITUAL I,88736,Área Socio-Humanística
628,189,EXPRESIÓN ORAL Y ESCRITA,89075,Área Socio-Humanística
629,197,DESARROLLO ESPIRITUAL II,89400,Área Socio-Humanística
630,197,DESARROLLO ESPIRITUAL III,89776,Área Socio-Humanística
631,253,REDACCION Y COMPRENSION LECTORA I,89991,Área Socio-Humanística
632,189,"HUMANISMO, UNIVERSIDAD Y CULTURA",90000,Área Socio-Humanística
633,189,ETICA Y MORAL,90335,Área Socio-Humanística
634,189,METODOLOGIA DE LA INVESTIGACION Y TECNICAS DE ESTUDIO,90344,Área Socio-Humanística
635,269,REDACCION Y COMPRENSION LECTORA II,90353,Área Socio-Humanística
636,139,LINGÜÍSTICA,90362,Área Socio-Humanística
637,189,EPISTEMOLOGIA,90371,Área Socio-Humanística
638,44,QUÍMICA GENERAL,90380,Área Biológica y Biomédica
639,66,FÍSICA BÁSICA,90389,Área Biológica y Biomédica
640,130,ÁLGEBRA LINEAL,90398,Área Biológica y Biomédica
641,39,ANÁLISIS MATEMÁTICO UNIVARIADO,90407,Área Biológica y Biomédica
642,38,FUNDAMENTOS MATEMÁTICOS,90416,Área Biológica y Biomédica
643,134,BIOESTADÍSTICA,90425,Área Biológica y Biomédica
644,65,QUÍMICA AMBIENTAL,90434,Área Biológica y Biomédica
645,100,FUNDAMENTOS DE GEOMETRÍA,90443,Área Biológica y Biomédica
646,155,FÍSICO-QUÍMICA ALIMENTARIA,90452,Área Biológica y Biomédica
647,113,COMPUTACIÓN,90461,Área Técnica
648,82,INTRODUCCIÓN A LA VISIÓN ARTIFICIAL,90988,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
649,251,MICROBIOLOGÍA Y PARASITOLOGÍA,91318,MEDICINA
